,CustomerID,Recency,Frequency,Monetary,R,F,M,RFM Score,Segment
964,13635.0,3,1,1071.03,3,1,4,314,about to sleep
965,13636.0,2,6,941.6200000000001,3,4,4,344,loyal customers
966,13637.0,2,3,810.4999999999999,3,3,3,333,need attention
967,13638.0,1,1,122.64,4,1,1,411,promising
968,13639.0,3,1,1033.3400000000001,2,1,4,214,hibernating
969,13642.0,8,1,354.8,1,1,2,112,hibernating
970,13643.0,1,3,519.44,4,3,3,433,potential loyalists
971,13644.0,1,5,2597.5200000000004,5,4,5,545,champions
972,13645.0,4,1,252.1,2,1,2,212,hibernating
973,13647.0,1,5,1670.22,5,4,4,544,champions
974,13649.0,9,1,148.8,1,1,1,111,hibernating
975,13650.0,1,7,1809.34,4,5,4,454,loyal customers
976,13651.0,2,2,94.2,3,2,1,321,about to sleep
977,13652.0,2,2,786.28,3,2,3,323,about to sleep
978,13654.0,2,6,2707.33,3,4,5,345,loyal customers
979,13655.0,4,2,932.97,2,2,4,224,hibernating
980,13656.0,6,2,379.6500000000001,2,2,2,222,hibernating
981,13657.0,1,2,382.14,5,2,2,522,potential loyalists
982,13658.0,1,7,2421.47,5,5,5,555,champions
983,13659.0,7,3,1550.8500000000004,1,3,4,134,at risk
984,13662.0,3,7,879.08,2,5,4,254,can't loose
985,13663.0,6,1,189.46999999999997,1,1,1,111,hibernating
986,13666.0,3,3,84.65,3,3,1,331,need attention
987,13667.0,5,1,305.0199999999999,2,1,2,212,hibernating
988,13668.0,1,29,6216.070000000001,5,5,5,555,champions
989,13669.0,2,2,218.54999999999998,3,2,2,322,about to sleep
990,13670.0,3,1,349.7,2,1,2,212,hibernating
991,13672.0,10,6,-71.45999999999998,1,4,1,141,at risk
992,13673.0,1,2,396.92,4,2,2,422,potential loyalists
993,13675.0,5,2,486.82000000000005,2,2,3,223,hibernating
994,13678.0,6,1,232.6,2,1,2,212,hibernating
995,13680.0,1,5,2202.31,5,4,5,545,champions
996,13681.0,1,4,827.83,4,4,3,443,loyal customers
997,13682.0,7,1,59.5,1,1,1,111,hibernating
998,13684.0,10,2,64.23,1,2,1,121,hibernating
999,13685.0,1,7,3119.4399999999996,5,5,5,555,champions
1000,13686.0,7,1,72.0,1,1,1,111,hibernating
1001,13689.0,3,1,910.0,3,1,4,314,about to sleep
1002,13690.0,2,1,172.25,3,1,1,311,about to sleep
1003,13692.0,1,5,1466.8700000000001,4,4,4,444,loyal customers
1004,13693.0,11,2,-32.0,1,2,1,121,hibernating
1005,13694.0,1,59,61810.98000000001,5,5,5,555,champions
1006,13695.0,1,15,2504.13,4,5,5,455,loyal customers
1007,13697.0,2,1,151.3,3,1,1,311,about to sleep
1008,13699.0,6,1,308.58,2,1,2,212,hibernating
1009,13700.0,1,10,2265.1200000000003,4,5,5,455,loyal customers
1010,13703.0,11,1,99.5,1,1,1,111,hibernating
1011,13704.0,1,10,2295.31,5,5,5,555,champions
1012,13705.0,1,2,393.72,5,2,2,522,potential loyalists
1013,13706.0,10,1,330.79,1,1,2,112,hibernating
1014,13707.0,9,2,806.4099999999999,1,2,3,123,hibernating
1015,13708.0,9,1,296.88,1,1,2,112,hibernating
1016,13709.0,1,17,6249.110000000001,5,5,5,555,champions
1017,13710.0,2,1,180.48,4,1,1,411,promising
1018,13711.0,8,2,252.06,1,2,2,122,hibernating
1019,13712.0,9,1,228.83999999999997,1,1,2,112,hibernating
1020,13715.0,10,7,781.2900000000001,1,5,3,153,can't loose
1021,13716.0,9,1,138.28,1,1,1,111,hibernating
1022,13717.0,2,7,1432.2599999999998,4,5,4,454,loyal customers
1023,13718.0,9,2,306.55,1,2,2,122,hibernating
1024,13719.0,1,5,1041.68,4,4,4,444,loyal customers
1025,13720.0,4,4,799.9,2,4,3,243,at risk
1026,13721.0,2,1,524.1400000000001,3,1,3,313,about to sleep
1027,13722.0,4,4,2369.1600000000003,2,4,5,245,at risk
1028,13723.0,8,1,199.85000000000002,1,1,1,111,hibernating
1029,13725.0,2,11,1809.81,3,5,4,354,loyal customers
1030,13726.0,2,2,1079.6599999999999,3,2,4,324,about to sleep
1031,13727.0,1,2,333.48,4,2,2,422,potential loyalists
1032,13728.0,2,6,1016.14,3,4,4,344,loyal customers
1033,13730.0,5,2,752.6,2,2,3,223,hibernating
1034,13731.0,8,2,610.5899999999999,1,2,3,123,hibernating
1035,13732.0,1,1,491.86000000000007,4,1,3,413,promising
1036,13735.0,1,8,2766.18,4,5,5,455,loyal customers
1037,13736.0,1,3,723.9999999999999,5,3,3,533,potential loyalists
1038,13737.0,7,1,339.6,1,1,2,112,hibernating
1039,13739.0,1,1,216.9,4,1,2,412,promising
1040,13740.0,8,1,350.75,1,1,2,112,hibernating
1041,13741.0,3,4,666.33,2,4,3,243,at risk
1042,13742.0,1,14,3102.4200000000005,4,5,5,455,loyal customers
1043,13743.0,1,8,1340.15,5,5,4,554,champions
1044,13744.0,4,2,1156.36,2,2,4,224,hibernating
1045,13745.0,5,2,291.53999999999996,2,2,2,222,hibernating
1046,13747.0,12,0,0.0,1,1,1,111,hibernating
1047,13748.0,4,4,744.2499999999999,2,4,3,243,at risk
1048,13750.0,2,5,1647.26,3,4,4,344,loyal customers
1049,13751.0,10,1,296.25,1,1,2,112,hibernating
1050,13752.0,5,6,1186.2800000000002,2,4,4,244,at risk
1051,13753.0,10,1,741.26,1,1,3,113,hibernating
1052,13754.0,6,2,282.6,2,2,2,222,hibernating
1053,13755.0,1,10,2154.68,5,5,5,555,champions
1054,13756.0,1,14,4612.3200000000015,5,5,5,555,champions
1055,13758.0,1,5,2471.7,4,4,5,445,loyal customers
1056,13759.0,2,2,659.41,3,2,3,323,about to sleep
1057,13760.0,2,2,286.79,3,2,2,322,about to sleep
1058,13761.0,2,2,1070.6499999999999,3,2,4,324,about to sleep
1059,13762.0,7,2,5.684341886080802e-14,1,2,1,121,hibernating
1060,13763.0,3,3,1689.4599999999998,3,3,4,334,need attention
1061,13764.0,3,3,1521.7600000000002,3,3,4,334,need attention
1062,13767.0,1,47,15124.25,5,5,5,555,champions
1063,13769.0,1,15,2449.57,5,5,5,555,champions
1064,13771.0,3,5,2631.7,3,4,5,345,loyal customers
1065,13772.0,2,3,1132.13,3,3,4,334,need attention
1066,13774.0,3,1,345.0,2,1,2,212,hibernating
1067,13777.0,1,31,18950.190000000002,5,5,5,555,champions
1068,13778.0,4,1,178.7,2,1,1,211,hibernating
1069,13780.0,1,2,360.01,5,2,2,522,potential loyalists
1070,13781.0,9,1,127.84,1,1,1,111,hibernating
1071,13782.0,1,6,912.0,4,4,4,444,loyal customers
1072,13784.0,1,11,2462.79,5,5,5,555,champions
1073,13786.0,12,0,0.0,1,1,1,111,hibernating
1074,13787.0,3,2,309.03999999999996,2,2,2,222,hibernating
1075,13790.0,1,1,348.79999999999995,5,1,2,512,new customers
1076,13791.0,2,3,1047.6799999999998,3,3,4,334,need attention
1077,13792.0,3,2,195.55,3,2,1,321,about to sleep
1078,13798.0,1,62,35943.42000000001,5,5,5,555,champions
1079,13799.0,4,2,688.8599999999999,2,2,3,223,hibernating
1080,13800.0,11,1,558.32,1,1,3,113,hibernating
1081,13801.0,3,1,324.79999999999995,3,1,2,312,about to sleep
1082,13802.0,5,6,3906.2700000000004,2,4,5,245,at risk
1083,13803.0,9,1,277.07000000000005,1,1,2,112,hibernating
1084,13804.0,1,7,2635.79,4,5,5,455,loyal customers
1085,13805.0,2,2,924.5999999999999,3,2,4,324,about to sleep
1086,13806.0,3,1,256.38,3,1,2,312,about to sleep
1087,13807.0,12,0,0.0,1,1,1,111,hibernating
1088,13808.0,1,5,1747.6599999999999,5,4,4,544,champions
1089,13809.0,11,1,155.05,1,1,1,111,hibernating
1090,13810.0,1,4,899.51,4,4,4,444,loyal customers
1091,13811.0,7,4,591.75,1,4,3,143,at risk
1092,13812.0,2,3,539.0,3,3,3,333,need attention
1093,13813.0,2,5,1353.41,3,4,4,344,loyal customers
1094,13814.0,2,3,1562.12,3,3,4,334,need attention
1095,13815.0,1,5,4014.91,4,4,5,445,loyal customers
1096,13816.0,1,4,555.0400000000001,4,4,3,443,loyal customers
1097,13817.0,1,2,382.98,4,2,2,422,potential loyalists
1098,13819.0,10,3,1140.35,1,3,4,134,at risk
1099,13821.0,5,2,385.64,2,2,2,222,hibernating
1100,13822.0,1,2,632.0,5,2,3,523,potential loyalists
1101,13823.0,1,2,957.6600000000001,4,2,4,424,potential loyalists
1102,13824.0,2,5,1698.94,3,4,4,344,loyal customers
1103,13826.0,6,2,174.65,2,2,1,221,hibernating
1104,13827.0,2,3,412.04999999999995,3,3,2,332,need attention
1105,13828.0,1,1,209.49000000000004,4,1,1,411,promising
1106,13829.0,12,1,-102.0,1,1,1,111,hibernating
1107,13831.0,1,5,1794.9899999999998,4,4,4,444,loyal customers
1108,13832.0,1,2,40.949999999999996,4,2,1,421,potential loyalists
1109,13833.0,6,1,384.7999999999999,2,1,2,212,hibernating
1110,13835.0,1,4,834.5700000000002,4,4,3,443,loyal customers
1111,13837.0,7,2,271.24,1,2,2,122,hibernating
1112,13838.0,1,3,453.62,5,3,3,533,potential loyalists
1113,13841.0,9,1,85.0,1,1,1,111,hibernating
1114,13842.0,2,8,3075.05,3,5,5,355,loyal customers
1115,13844.0,1,1,361.62,5,1,2,512,new customers
1116,13845.0,3,1,312.98,3,1,2,312,about to sleep
1117,13846.0,1,4,847.61,4,4,3,443,loyal customers
1118,13848.0,4,2,935.0,2,2,4,224,hibernating
1119,13849.0,2,2,1537.9499999999998,3,2,4,324,about to sleep
1120,13850.0,3,2,1586.8100000000002,2,2,4,224,hibernating
1121,13851.0,4,3,2651.46,2,3,5,235,at risk
1122,13853.0,1,2,1056.9399999999998,5,2,4,524,potential loyalists
1123,13854.0,1,28,7715.62,5,5,5,555,champions
1124,13856.0,6,5,363.4,2,4,2,242,at risk
1125,13858.0,2,1,216.17000000000002,3,1,2,312,about to sleep
1126,13859.0,11,1,201.16,1,1,1,111,hibernating
1127,13860.0,1,6,1239.9999999999998,5,4,4,544,champions
1128,13862.0,1,10,2187.31,4,5,5,455,loyal customers
1129,13863.0,9,2,299.55999999999995,1,2,2,122,hibernating
1130,13865.0,2,4,501.55999999999995,3,4,3,343,loyal customers
1131,13866.0,3,1,145.67,2,1,1,211,hibernating
1132,13867.0,1,3,1015.29,4,3,4,434,potential loyalists
1133,13868.0,1,2,3192.54,5,2,5,525,potential loyalists
1134,13869.0,5,4,3104.95,2,4,5,245,at risk
1135,13870.0,1,10,2751.25,5,5,5,555,champions
1136,13871.0,1,14,6389.800000000001,4,5,5,455,loyal customers
1137,13873.0,4,4,381.70000000000005,2,4,2,242,at risk
1138,13874.0,12,1,540.45,1,1,3,113,hibernating
1139,13875.0,2,5,1786.7900000000002,3,4,4,344,loyal customers
1140,13876.0,3,1,122.69999999999999,3,1,1,311,about to sleep
1141,13877.0,3,1,117.24000000000001,2,1,1,211,hibernating
1142,13878.0,2,1,1281.53,3,1,4,314,about to sleep
1143,13880.0,1,12,3121.97,4,5,5,455,loyal customers
1144,13881.0,1,22,16989.52,5,5,5,555,champions
1145,13882.0,1,6,1131.28,5,4,4,544,champions
1146,13883.0,1,9,2538.75,5,5,5,555,champions
1147,13884.0,1,6,781.3000000000001,5,4,3,543,champions
1148,13885.0,7,2,506.80000000000007,1,2,3,123,hibernating
1149,13886.0,3,1,243.56,3,1,2,312,about to sleep
1150,13887.0,7,1,349.54999999999995,1,1,2,112,hibernating
1151,13888.0,4,2,605.63,2,2,3,223,hibernating
1152,13889.0,4,1,416.9,2,1,2,212,hibernating
1153,13890.0,1,14,1860.8600000000001,5,5,4,554,champions
1154,13892.0,1,4,632.97,4,4,3,443,loyal customers
1155,13893.0,10,1,821.1000000000001,1,1,3,113,hibernating
1156,13894.0,1,5,535.97,4,4,3,443,loyal customers
1157,13895.0,1,5,2588.1200000000003,4,4,5,445,loyal customers
1158,13897.0,2,1,311.15999999999997,3,1,2,312,about to sleep
1159,13898.0,11,1,155.93,1,1,1,111,hibernating
1160,13899.0,1,2,388.52,4,2,2,422,potential loyalists
1161,13900.0,7,3,740.95,1,3,3,133,at risk
1162,13901.0,3,5,2867.2000000000007,2,4,5,245,at risk
1163,13904.0,2,2,332.64,3,2,2,322,about to sleep
1164,13908.0,3,5,2347.05,2,4,5,245,at risk
1165,13911.0,2,9,2580.9100000000003,3,5,5,355,loyal customers
1166,13914.0,1,3,613.95,5,3,3,533,potential loyalists
1167,13917.0,2,2,272.0400000000001,3,2,2,322,about to sleep
1168,13918.0,2,2,1212.84,3,2,4,324,about to sleep
1169,13919.0,2,3,350.15999999999997,3,3,2,332,need attention
1170,13922.0,12,1,172.24999999999997,1,1,1,111,hibernating
1171,13923.0,2,1,351.13000000000005,3,1,2,312,about to sleep
1172,13924.0,1,11,1682.0800000000006,5,5,4,554,champions
1173,13925.0,2,6,616.65,3,4,3,343,loyal customers
1174,13926.0,1,1,223.85000000000002,4,1,2,412,promising
1175,13927.0,3,1,348.99000000000007,2,1,2,212,hibernating
1176,13928.0,1,4,464.56999999999994,5,4,3,543,champions
1177,13929.0,6,3,802.85,2,3,3,233,at risk
1178,13930.0,2,2,337.34,3,2,2,322,about to sleep
1179,13931.0,3,3,1230.9300000000003,2,3,4,234,at risk
1180,13932.0,10,1,307.4,1,1,2,112,hibernating
1181,13933.0,4,2,608.79,2,2,3,223,hibernating
1182,13934.0,9,1,922.0999999999999,1,1,4,114,hibernating
1183,13936.0,6,2,361.2799999999999,2,2,2,222,hibernating
1184,13937.0,6,1,158.85,2,1,1,211,hibernating
1185,13938.0,2,1,71.66,3,1,1,311,about to sleep
1186,13939.0,1,4,556.75,4,4,3,443,loyal customers
1187,13940.0,1,4,839.14,4,4,3,443,loyal customers
1188,13941.0,1,5,3892.89,4,4,5,445,loyal customers
1189,13946.0,3,3,561.5699999999999,2,3,3,233,at risk
1190,13947.0,3,1,90.6,3,1,1,311,about to sleep
1191,13948.0,12,1,101.99999999999999,1,1,1,111,hibernating
1192,13949.0,1,6,2427.32,5,4,5,545,champions
1193,13950.0,1,5,728.56,5,4,3,543,champions
1194,13951.0,6,3,674.4499999999999,2,3,3,233,at risk
1195,13952.0,7,3,3246.091,1,3,5,135,at risk
1196,13953.0,1,7,3515.6800000000003,5,5,5,555,champions
1197,13954.0,1,3,378.59,5,3,2,532,potential loyalists
1198,13955.0,6,2,322.96000000000004,2,2,2,222,hibernating
1199,13956.0,1,5,1026.42,5,4,4,544,champions
1200,13958.0,12,0,0.0,1,1,1,111,hibernating
1201,13959.0,3,3,598.2,2,3,3,233,at risk
1202,13960.0,1,2,230.22,4,2,2,422,potential loyalists
1203,13962.0,1,2,169.55,4,2,1,421,potential loyalists
1204,13963.0,11,3,513.24,1,3,3,133,at risk
1205,13967.0,5,1,80.7,2,1,1,211,hibernating
1206,13969.0,1,19,8669.099999999999,5,5,5,555,champions
1207,13971.0,1,11,2702.2199999999993,5,5,5,555,champions
1208,13972.0,3,2,190.25,3,2,1,321,about to sleep
1209,13973.0,10,1,264.7,1,1,2,112,hibernating
1210,13974.0,2,1,413.59,3,1,2,312,about to sleep
1211,13975.0,1,7,2503.2299999999996,4,5,5,455,loyal customers
1212,13976.0,7,1,357.98,1,1,2,112,hibernating
1213,13978.0,1,2,196.79,4,2,1,421,potential loyalists
1214,13979.0,3,1,869.8699999999998,2,1,3,213,hibernating
1215,13980.0,3,1,200.14000000000001,3,1,1,311,about to sleep
1216,13982.0,2,4,1432.5099999999998,3,4,4,344,loyal customers
1217,13983.0,1,12,2261.1,4,5,5,455,loyal customers
1218,13984.0,1,5,333.23,4,4,2,442,loyal customers
1219,13985.0,1,16,7024.53,5,5,5,555,champions
1220,13986.0,1,1,320.46000000000004,4,1,2,412,promising
1221,13988.0,1,9,4098.8,4,5,5,455,loyal customers
1222,13989.0,3,2,1266.08,3,2,4,324,about to sleep
1223,13990.0,8,1,311.3,1,1,2,112,hibernating
1224,13991.0,1,7,850.63,4,5,3,453,loyal customers
1225,13992.0,1,1,76.8,4,1,1,411,promising
1226,13993.0,2,12,3409.6600000000003,4,5,5,455,loyal customers
1227,13994.0,1,6,2313.14,5,4,5,545,champions
1228,13995.0,1,6,1383.49,4,4,4,444,loyal customers
1229,13999.0,1,15,3865.2600000000007,5,5,5,555,champions
1230,14000.0,7,2,633.71,1,2,3,123,hibernating
1231,14001.0,2,3,1729.0900000000001,3,3,4,334,need attention
1232,14002.0,5,2,529.73,2,2,3,223,hibernating
1233,14004.0,2,7,4582.639999999999,3,5,5,355,loyal customers
1234,14005.0,1,5,2874.7200000000003,5,4,5,545,champions
1235,14006.0,4,3,962.1899999999999,2,3,4,234,at risk
1236,14009.0,7,3,685.93,1,3,3,133,at risk
1237,14012.0,10,1,328.8,1,1,2,112,hibernating
1238,14013.0,4,3,473.02,2,3,3,233,at risk
1239,14014.0,3,1,505.18,2,1,3,213,hibernating
1240,14015.0,2,1,917.34,3,1,4,314,about to sleep
1241,14016.0,6,5,4328.46,2,4,5,245,at risk
1242,14019.0,2,4,1398.9599999999998,3,4,4,344,loyal customers
1243,14020.0,1,2,642.8,4,2,3,423,potential loyalists
1244,14021.0,6,3,631.9,2,3,3,233,at risk
1245,14022.0,8,1,440.0,1,1,2,112,hibernating
1246,14023.0,1,2,584.0699999999999,5,2,3,523,potential loyalists
1247,14024.0,5,2,327.7,2,2,2,222,hibernating
1248,14027.0,3,1,104.82000000000002,3,1,1,311,about to sleep
1249,14029.0,3,2,467.66,3,2,3,323,about to sleep
1250,14030.0,1,6,1683.5900000000001,4,4,4,444,loyal customers
1251,14031.0,1,20,12736.52,5,5,5,555,champions
1252,14032.0,1,17,2625.98,5,5,5,555,champions
1253,14034.0,1,4,512.02,4,4,3,443,loyal customers
1254,14035.0,1,5,1428.0199999999998,4,4,4,444,loyal customers
1255,14036.0,10,1,626.65,1,1,3,113,hibernating
1256,14037.0,6,1,35.400000000000006,2,1,1,211,hibernating
1257,14038.0,3,4,1554.4799999999998,2,4,4,244,at risk
1258,14039.0,2,1,152.2,3,1,1,311,about to sleep
1259,14040.0,2,15,3542.19,3,5,5,355,loyal customers
1260,14041.0,9,1,141.41,1,1,1,111,hibernating
1261,14044.0,1,4,652.82,4,4,3,443,loyal customers
1262,14045.0,4,3,1333.35,2,3,4,234,at risk
1263,14046.0,10,1,154.99,1,1,1,111,hibernating
1264,14047.0,1,5,1012.3900000000001,5,4,4,544,champions
1265,14048.0,10,2,375.13,1,2,2,122,hibernating
1266,14049.0,1,6,5639.149999999999,4,4,5,445,loyal customers
1267,14050.0,2,2,746.36,4,2,3,423,potential loyalists
1268,14051.0,1,25,14853.920000000002,5,5,5,555,champions
1269,14052.0,1,1,225.36,4,1,2,412,promising
1270,14053.0,5,2,260.25,2,2,2,222,hibernating
1271,14054.0,3,1,92.46,3,1,1,311,about to sleep
1272,14055.0,4,1,725.6400000000001,2,1,3,213,hibernating
1273,14056.0,1,29,8124.400000000001,5,5,5,555,champions
1274,14057.0,1,18,6147.4,4,5,5,455,loyal customers
1275,14059.0,9,1,183.6,1,1,1,111,hibernating
1276,14060.0,1,18,5514.54,5,5,5,555,champions
1277,14062.0,1,12,10464.850000000002,5,5,5,555,champions
1278,14064.0,1,7,1188.32,4,5,4,454,loyal customers
1279,14066.0,9,1,152.55,1,1,1,111,hibernating
1280,14067.0,3,2,374.7,3,2,2,322,about to sleep
1281,14068.0,11,1,265.85,1,1,2,112,hibernating
1282,14071.0,1,9,1307.4099999999999,5,5,4,554,champions
1283,14073.0,1,2,139.54,4,2,1,421,potential loyalists
1284,14075.0,1,3,942.2599999999999,5,3,4,534,potential loyalists
1285,14076.0,5,1,122.47,2,1,1,211,hibernating
1286,14077.0,2,5,499.41999999999996,3,4,3,343,loyal customers
1287,14078.0,4,5,913.1299999999999,2,4,4,244,at risk
1288,14079.0,5,1,375.0999999999999,2,1,2,212,hibernating
1289,14080.0,2,1,45.599999999999994,3,1,1,311,about to sleep
1290,14081.0,9,3,481.15000000000003,1,3,3,133,at risk
1291,14082.0,12,0,0.0,1,1,1,111,hibernating
1292,14083.0,1,8,708.8900000000001,5,5,3,553,champions
1293,14085.0,1,18,4127.74,5,5,5,555,champions
1294,14087.0,1,2,181.67,5,2,1,521,potential loyalists
1295,14088.0,1,14,50415.490000000005,5,5,5,555,champions
1296,14089.0,2,1,161.0,3,1,1,311,about to sleep
1297,14090.0,11,1,76.32000000000001,1,1,1,111,hibernating
1298,14092.0,1,16,4069.0,5,5,5,555,champions
1299,14093.0,1,1,442.84999999999997,4,1,3,413,promising
1300,14096.0,1,34,57120.909999999996,5,5,5,555,champions
1301,14098.0,2,1,147.34999999999997,3,1,1,311,about to sleep
1302,14099.0,1,12,3092.9700000000007,4,5,5,455,loyal customers
1303,14100.0,5,1,194.90000000000003,2,1,1,211,hibernating
1304,14101.0,3,6,5976.789999999999,2,4,5,245,at risk
1305,14102.0,1,8,1314.7299999999998,5,5,4,554,champions
1306,14104.0,6,2,216.21,2,2,2,222,hibernating
1307,14105.0,3,2,1260.33,2,2,4,224,hibernating
1308,14107.0,2,8,2688.48,3,5,5,355,loyal customers
1309,14108.0,1,3,594.1600000000001,4,3,3,433,potential loyalists
1310,14109.0,1,2,80.19999999999999,4,2,1,421,potential loyalists
1311,14110.0,1,13,5669.649999999999,5,5,5,555,champions
1312,14111.0,1,5,688.6,4,4,3,443,loyal customers
1313,14112.0,1,12,2774.170000000001,4,5,5,455,loyal customers
1314,14113.0,1,8,1377.92,5,5,4,554,champions
1315,14114.0,10,2,386.53000000000003,1,2,2,122,hibernating
1316,14116.0,1,5,1382.74,4,4,4,444,loyal customers
1317,14117.0,5,1,90.0,2,1,1,211,hibernating
1318,14119.0,12,1,-19.9,1,1,1,111,hibernating
1319,14121.0,1,6,2740.2999999999997,5,4,5,545,champions
1320,14124.0,3,1,419.58000000000004,2,1,2,212,hibernating
1321,14125.0,1,3,2740.4300000000003,5,3,5,535,potential loyalists
1322,14126.0,1,4,643.6300000000001,5,4,3,543,champions
1323,14127.0,5,3,709.71,2,3,3,233,at risk
1324,14128.0,3,2,637.5,3,2,3,323,about to sleep
1325,14129.0,1,5,1123.86,5,4,4,544,champions
1326,14130.0,11,1,483.86,1,1,3,113,hibernating
1327,14132.0,1,12,3580.13,5,5,5,555,champions
1328,14133.0,5,5,590.34,2,4,3,243,at risk
1329,14135.0,1,13,3886.06,5,5,5,555,champions
1330,14138.0,1,2,982.38,5,2,4,524,potential loyalists
1331,14139.0,2,1,415.81999999999994,3,1,2,312,about to sleep
1332,14140.0,1,3,920.05,5,3,4,534,potential loyalists
1333,14141.0,1,6,879.0300000000001,5,4,4,544,champions
1334,14142.0,12,0,0.0,1,1,1,111,hibernating
1335,14143.0,5,1,115.8,2,1,1,211,hibernating
1336,14145.0,2,5,3148.2,3,4,5,345,loyal customers
1337,14146.0,1,6,2949.57,5,4,5,545,champions
1338,14147.0,2,3,468.40000000000003,3,3,3,333,need attention
1339,14148.0,8,1,157.2,1,1,1,111,hibernating
1340,14149.0,8,3,259.43000000000006,1,3,2,132,at risk
1341,14150.0,2,2,658.6400000000001,3,2,3,323,about to sleep
1342,14152.0,3,3,611.09,2,3,3,233,at risk
1343,14154.0,8,2,1345.62,1,2,4,124,hibernating
1344,14155.0,9,1,118.75,1,1,1,111,hibernating
1345,14156.0,1,64,113069.43999999997,5,5,5,555,champions
1346,14157.0,1,3,400.43000000000006,4,3,2,432,potential loyalists
1347,14158.0,2,1,507.65999999999997,3,1,3,313,about to sleep
1348,14159.0,1,14,4678.299999999999,4,5,5,455,loyal customers
1349,14161.0,8,2,827.37,1,2,3,123,hibernating
1350,14162.0,6,2,289.36,2,2,2,222,hibernating
1351,14163.0,3,4,2445.91,2,4,5,245,at risk
1352,14164.0,3,2,1631.7700000000004,3,2,4,324,about to sleep
1353,14165.0,10,1,122.54,1,1,1,111,hibernating
1354,14167.0,2,4,574.84,3,4,3,343,loyal customers
1355,14171.0,4,1,363.79,2,1,2,212,hibernating
1356,14173.0,1,4,450.84000000000003,5,4,3,543,champions
1357,14174.0,2,1,134.46,3,1,1,311,about to sleep
1358,14175.0,2,7,3108.06,3,5,5,355,loyal customers
1359,14176.0,10,4,414.45000000000005,1,4,2,142,at risk
1360,14177.0,3,5,554.46,2,4,3,243,at risk
1361,14178.0,1,7,1620.93,5,5,4,554,champions
1362,14179.0,2,2,719.7800000000001,3,2,3,323,about to sleep
1363,14180.0,1,30,4439.02,5,5,5,555,champions
1364,14184.0,3,1,452.89,3,1,3,313,about to sleep
1365,14185.0,11,1,197.65,1,1,1,111,hibernating
1366,14188.0,1,10,2018.91,5,5,5,555,champions
1367,14189.0,1,23,4293.07,5,5,5,555,champions
1368,14191.0,1,14,4660.01,5,5,5,555,champions
1369,14193.0,3,2,853.3899999999999,3,2,3,323,about to sleep
1370,14194.0,1,33,11216.749999999998,5,5,5,555,champions
1371,14195.0,7,3,962.6999999999999,1,3,4,134,at risk
1372,14196.0,4,1,335.52,2,1,2,212,hibernating
1373,14198.0,1,7,663.5,5,5,3,553,champions
1374,14199.0,8,1,185.39999999999998,1,1,1,111,hibernating
1375,14201.0,3,9,688.04,3,5,3,353,loyal customers
1376,14204.0,1,1,161.02999999999994,5,1,1,511,new customers
1377,14205.0,1,3,456.98,5,3,3,533,potential loyalists
1378,14206.0,8,2,308.26,1,2,2,122,hibernating
1379,14208.0,4,1,151.73999999999998,2,1,1,211,hibernating
1380,14209.0,1,7,2067.1299999999997,5,5,5,555,champions
1381,14210.0,4,6,1595.94,2,4,4,244,at risk
1382,14211.0,2,13,2208.3000000000006,3,5,5,355,loyal customers
1383,14212.0,3,1,1070.48,2,1,4,214,hibernating
1384,14213.0,12,0,0.0,1,1,1,111,hibernating
1385,14214.0,1,7,1000.2299999999999,4,5,4,454,loyal customers
1386,14215.0,1,6,1611.9200000000003,4,4,4,444,loyal customers
1387,14216.0,1,4,1839.2999999999997,5,4,4,544,champions
1388,14217.0,1,22,1824.0099999999998,5,5,4,554,champions
1389,14218.0,2,1,169.48000000000002,3,1,1,311,about to sleep
1390,14219.0,1,1,89.94,5,1,1,511,new customers
1391,14220.0,9,2,632.4000000000001,1,2,3,123,hibernating
1392,14221.0,2,10,3427.85,3,5,5,355,loyal customers
1393,14222.0,6,1,683.1700000000001,2,1,3,213,hibernating
1394,14223.0,4,4,975.2299999999999,2,4,4,244,at risk
1395,14224.0,4,4,1050.12,2,4,4,244,at risk
1396,14226.0,1,7,2201.6399999999994,4,5,5,455,loyal customers
1397,14227.0,1,15,3315.7099999999996,4,5,5,455,loyal customers
1398,14229.0,2,6,1450.6,3,4,4,344,loyal customers
1399,14231.0,6,5,822.06,1,4,3,143,at risk
1400,14232.0,2,8,2043.9300000000003,4,5,5,455,loyal customers
1401,14233.0,2,5,1447.51,3,4,4,344,loyal customers
1402,14234.0,1,4,775.4599999999999,4,4,3,443,loyal customers
1403,14235.0,1,6,3093.86,5,4,5,545,champions
1404,14236.0,3,1,301.56000000000006,2,1,2,212,hibernating
1405,14237.0,12,0,0.0,1,1,1,111,hibernating
1406,14238.0,11,1,146.85,1,1,1,111,hibernating
1407,14239.0,2,14,2323.5000000000005,3,5,5,355,loyal customers
1408,14240.0,1,2,890.34,4,2,4,424,potential loyalists
1409,14241.0,7,1,213.70000000000005,1,1,1,111,hibernating
1410,14242.0,8,2,280.55,1,2,2,122,hibernating
1411,14243.0,1,13,2322.5800000000004,5,5,5,555,champions
1412,14245.0,6,5,1677.4799999999998,2,4,4,244,at risk
1413,14246.0,4,3,1474.06,2,3,4,234,at risk
1414,14247.0,10,1,136.76999999999998,1,1,1,111,hibernating
1415,14248.0,11,1,302.58,1,1,2,112,hibernating
